"id";"value";"revised_at";"product_sku_id";"product_id";"price_type_id"
13040;1675790;"2020-08-20 10";4137;4240;2
13041;379900;"2020-08-20 06";3141;2507;1
13042;211989;"2020-08-20 06";2940;3046;1
13043;219990;"2020-08-20 06";2940;3046;1
13045;529988;"2020-08-20 06";4091;4193;1
13046;26900;"2020-08-20 06";2966;3091;1
13047;77900;"2020-08-20 06";2968;3092;1
13048;32900;"2020-08-20 06";2971;1885;1
13049;37900;"2020-08-20 06";2972;3093;1
13050;29990;"2020-08-20 06";2981;3098;1
13051;109900;"2020-08-20 12";2938;2509;1
13052;129900;"2020-08-20 12";2939;2508;1
13053;40000;"2020-08-20 06";2867;2975;1
13054;28514;"2020-08-20 06";2966;3071;1
13055;82574;"2020-08-20 06";2968;3073;1
13056;116589;"2020-08-20 06";2969;2202;1
13057;34874;"2020-08-20 06";2971;3075;1
13058;40174;"2020-08-20 06";2972;3076;1
13059;31789;"2020-08-20 06";2981;3085;1
13060;9990;"2020-08-20 07";2878;2986;1
