"id";"value";"revised_at";"product_sku_id";"product_id";"price_type_id"
68503;702769;"2021-06-16 05";6720;7099;1
68504;1239990;"2021-06-16 05";6720;7099;1
68505;837389;"2021-06-16 05";6721;7100;1
68397;1259990;"2021-06-15 18";7697;8395;1
68880;999990;"2021-06-19 03";2762;5592;1
68881;734990;"2021-06-19 03";2765;5590;1
68506;1129990;"2021-06-16 05";6721;7100;1
68507;1907989;"2021-06-16 05";6722;7101;1
68508;2799990;"2021-06-16 05";6722;7101;1
68509;1642989;"2021-06-16 05";6723;4148;1
68510;1599990;"2021-06-16 05";6723;4148;1
68511;503489;"2021-06-16 05";6724;7102;1
68512;709990;"2021-06-16 05";6724;7102;1
68513;1399189;"2021-06-16 05";6733;7111;1
68514;1389990;"2021-06-16 05";6733;7111;1
71421;599990;"2021-06-22 12";6073;6337;1
69861;1898990;"2021-06-21 00";5440;5555;1
68882;367990;"2021-06-19 03";2768;2537;1
69862;1599990;"2021-06-21 00";3868;7130;1
69013;794989;"2021-06-20 10";2871;7207;1
69014;899990;"2021-06-20 10";2871;7207;1
71894;1473400;"2021-06-24 07";5266;5381;1
68950;1449990;"2021-06-19 19";7684;8382;1
72616;42400;"2021-06-27 09";2900;3011;1
71645;836907;"2021-06-23 12";1645;1596;1
71806;449900;"2021-06-23 23";2843;2951;1
72020;1949900;"2021-06-24 17";4179;4282;1
72156;2224940;"2021-06-25 03";6591;6956;1
71343;370989;"2021-06-22 01";5664;5834;1
71344;399990;"2021-06-22 01";5664;5834;1
71345;1409789;"2021-06-22 01";6864;7247;1
71346;1639990;"2021-06-22 01";6864;7247;1
71347;1409789;"2021-06-22 01";7110;7582;1
66138;549989;"2021-06-24 18";5173;5279;1
66306;799900;"2021-06-24 20";1907;2036;1
61142;609990;"2021-06-24 20";6924;7308;1
61928;79990;"2021-06-24 20";6490;6843;1
37581;359900;"2021-06-27 12";5864;6101;1
58371;2399990;"2021-06-27 12";711;765;1
65169;84900;"2021-06-27 17";1680;1808;1
66305;899900;"2021-06-27 08";1887;2016;1
68747;1599900;"2021-06-27 18";1645;5654;1
66136;499989;"2021-06-27 19";5171;5277;1
66137;499989;"2021-06-27 19";5172;5278;1
71538;8990;"2021-06-23 08";8367;9363;1
66755;71990;"2021-06-20 04";2060;2191;1
68202;3349990;"2021-06-20 23";6229;6530;1
66921;19990;"2021-06-22 21";7356;8035;1
67101;359990;"2021-06-22 21";7366;8045;1
50698;319900;"2021-06-22 22";2041;2172;1
66870;5253;"2021-06-22 22";7305;7984;1
66884;5253;"2021-06-22 22";7319;7998;1
67094;99990;"2021-06-22 22";7359;8038;1
67095;12990;"2021-06-22 22";7360;8039;1
67097;12990;"2021-06-22 22";7362;8041;1
67098;79990;"2021-06-22 22";7363;8042;1
67099;89990;"2021-06-22 22";7364;8043;1
67100;281900;"2021-06-22 22";7365;8044;1
67102;59990;"2021-06-22 22";7367;8046;1
67103;59990;"2021-06-22 22";7368;8047;1
67105;19990;"2021-06-22 22";7370;8049;1
67106;19990;"2021-06-22 22";7371;8050;1
67107;6990;"2021-06-22 22";7372;8051;1
67109;179990;"2021-06-22 22";7374;8053;1
67110;69900;"2021-06-22 22";7375;8054;1
50742;275990;"2021-06-22 22";6177;6453;1
67112;52990;"2021-06-22 22";7377;8056;1
51034;89990;"2021-06-22 22";6275;6580;1
51051;44990;"2021-06-22 22";6274;6579;1
51033;172990;"2021-06-22 22";6273;6578;1
67113;84990;"2021-06-22 22";7378;8057;1
68398;1293200;"2021-06-15 18";6562;6926;1
68296;1473400;"2021-06-15 06";5266;5381;1
68297;1749900;"2021-06-15 06";5266;5381;1
68399;1299989;"2021-06-15 18";6562;6926;1
68515;1293200;"2021-06-16 05";6562;6926;1
68516;1299989;"2021-06-16 05";6562;6926;1
71348;1547160;"2021-06-22 01";7110;7582;1
71646;743907;"2021-06-23 12";1645;1597;1
68951;370989;"2021-06-19 20";5664;5834;1
68952;399990;"2021-06-19 20";5664;5834;1
68953;1409789;"2021-06-19 20";6864;7247;1
68954;1639990;"2021-06-19 20";6864;7247;1
68955;1409789;"2021-06-19 21";7110;7582;1
68956;1547160;"2021-06-19 21";7110;7582;1
68957;1695989;"2021-06-19 21";5674;5844;1
68958;2019990;"2021-06-19 21";5674;5844;1
68959;1430989;"2021-06-19 21";3932;4027;1
68960;1839990;"2021-06-19 21";3932;4027;1
68961;2278989;"2021-06-19 21";3934;4029;1
68962;2579990;"2021-06-19 21";3934;4029;1
68963;2893789;"2021-06-19 21";4892;5001;1
68964;2969990;"2021-06-19 21";4892;5001;1
68965;333889;"2021-06-19 21";6865;7248;1
68966;329991;"2021-06-19 21";6865;7248;1
69863;2399990;"2021-06-21 00";6080;6344;1
69864;56990;"2021-06-21 00";4774;4887;2
69865;94990;"2021-06-21 00";4776;4889;2
71422;399990;"2021-06-22 12";6074;6338;1
71807;794989;"2021-06-23 23";2871;7207;1
71895;1749900;"2021-06-24 07";5266;5381;1
72157;2370000;"2021-06-25 03";6591;6956;1
68883;794894;"2021-06-19 04";2754;7038;1
68884;889990;"2021-06-19 04";2754;7038;1
68205;877669;"2021-06-16 00";2763;5588;1
68208;1446889;"2021-06-16 00";2771;5593;1
68209;877669;"2021-06-16 00";2774;5589;1
67280;54990;"2021-06-22 16";7476;8158;1
50731;218900;"2021-06-22 16";2488;2611;1
67191;189900;"2021-06-22 16";2643;2771;1
67300;39990;"2021-06-22 16";7496;8178;1
50871;3990;"2021-06-22 16";1689;1817;1
50704;143900;"2021-06-22 16";2031;2162;1
67510;1059900;"2021-06-13 20";1645;2217;1
67511;1099990;"2021-06-13 20";5513;5657;1
67129;10990;"2021-06-22 22";7393;8073;1
67131;17990;"2021-06-22 22";7395;8075;1
67132;12990;"2021-06-22 22";7396;8076;1
67133;19990;"2021-06-22 22";7397;8077;1
67139;12990;"2021-06-22 22";7403;8084;1
67141;480990;"2021-06-22 22";7405;8086;1
67142;35990;"2021-06-22 22";7406;8087;1
67143;29990;"2021-06-22 22";7407;8088;1
61745;105990;"2021-06-13 23";734;791;1
67144;19990;"2021-06-22 22";7408;8089;1
67145;31990;"2021-06-22 22";7409;8090;1
67146;19990;"2021-06-22 22";7410;8091;1
67147;19990;"2021-06-22 22";7411;8092;1
67149;254990;"2021-06-22 22";7413;8094;1
67151;124990;"2021-06-22 22";7415;8096;1
67152;84990;"2021-06-22 22";7416;8097;1
68203;953989;"2021-06-15 15";6095;5591;1
68204;1059989;"2021-06-15 15";2762;5592;1
68206;779089;"2021-06-15 15";2765;5590;1
68207;390069;"2021-06-15 15";2768;2537;1
67158;5990;"2021-06-22 22";7422;8103;1
67162;79990;"2021-06-22 22";7426;8107;1
67164;79990;"2021-06-22 22";7428;8109;1
67165;44990;"2021-06-22 22";7429;8110;1
67166;39990;"2021-06-22 22";7430;8111;1
67172;9990;"2021-06-22 22";7436;8117;1
67177;219990;"2021-06-22 22";7441;8122;1
68037;332910;"2021-06-14 08";1054;1120;1
68210;702769;"2021-06-14 20";6720;7099;1
68211;1239990;"2021-06-14 20";6720;7099;1
68212;837389;"2021-06-14 20";6721;7100;1
68213;1129990;"2021-06-14 20";6721;7100;1
68214;1907989;"2021-06-14 20";6722;7101;1
68215;2799990;"2021-06-14 20";6722;7101;1
68216;1642989;"2021-06-14 20";6723;4148;1
68217;1599990;"2021-06-14 20";6723;4148;1
68218;503489;"2021-06-14 20";6724;7102;1
68219;709990;"2021-06-14 20";6724;7102;1
68220;1399189;"2021-06-14 20";6733;7111;1
68221;1389990;"2021-06-14 20";6733;7111;1
71423;699990;"2021-06-22 12";6072;6336;1
71647;353307;"2021-06-23 12";1468;1598;1
68298;74990;"2021-06-15 08";6134;6410;1
68299;62990;"2021-06-15 08";5970;6219;1
68300;119990;"2021-06-15 08";7135;5564;1
68752;953989;"2021-06-18 15";6095;5591;1
68753;1059989;"2021-06-18 15";2762;5592;1
68754;877669;"2021-06-18 15";2763;5588;1
68755;779089;"2021-06-18 15";2765;5590;1
68756;390069;"2021-06-18 15";2768;2537;1
68757;1446889;"2021-06-18 15";2771;5593;1
68758;877669;"2021-06-18 15";2774;5589;1
72021;953989;"2021-06-24 18";6095;5591;1
68885;794989;"2021-06-19 05";2871;7207;1
68886;899990;"2021-06-19 05";2871;7207;1
71808;899990;"2021-06-23 23";2871;7207;1
72022;1059989;"2021-06-24 18";2762;5592;1
72023;779089;"2021-06-24 18";2765;5590;1
72158;2968000;"2021-06-25 03";4148;4251;1
72159;2995000;"2021-06-25 03";4148;4251;1
68400;899990;"2021-06-15 18";6095;5591;1
68401;999990;"2021-06-15 18";2762;5592;1
68402;734990;"2021-06-15 18";2765;5590;1
68403;367990;"2021-06-15 18";2768;2537;1
72514;476894;"2021-06-27 03";2843;2951;1
71349;1695989;"2021-06-22 01";5674;5844;1
69866;144990;"2021-06-21 00";4893;5002;2
69867;499990;"2021-06-21 00";6215;6516;2
72515;794989;"2021-06-27 03";2871;7207;1
72516;899990;"2021-06-27 03";2871;7207;1
72517;2119989;"2021-06-27 03";6650;7024;1
72518;2490000;"2021-06-27 03";6650;7024;1
68040;28990;"2021-06-27 18";7564;8249;1
68041;32990;"2021-06-27 18";7565;8250;1
68042;14990;"2021-06-27 18";7566;8251;1
68043;15990;"2021-06-27 18";7567;8252;1
68044;16990;"2021-06-27 18";7568;8253;1
69015;953989;"2021-06-20 16";6095;5591;1
69016;1059989;"2021-06-20 16";2762;5592;1
69017;779089;"2021-06-20 16";2765;5590;1
69018;390069;"2021-06-20 16";2768;2537;1
68045;17990;"2021-06-27 18";7569;8254;1
68046;19990;"2021-06-27 18";7570;8255;1
68047;20990;"2021-06-27 18";7571;8256;1
68048;22990;"2021-06-27 18";7572;8257;1
68049;24990;"2021-06-27 18";7573;8258;1
68053;44990;"2021-06-27 18";7576;8262;1
68054;49990;"2021-06-27 18";7577;8263;1
68055;23990;"2021-06-27 18";7578;8264;1
68056;24990;"2021-06-27 18";7579;8265;1
68057;25990;"2021-06-27 18";7580;8266;1
68058;26490;"2021-06-27 18";7581;8267;1
68059;26990;"2021-06-27 18";7582;8268;1
68068;48990;"2021-06-27 18";7592;8280;1
68052;42990;"2021-06-27 18";7559;8261;1
68066;41990;"2021-06-27 18";7559;8278;1
58028;29990;"2021-06-27 18";4844;4954;2
71540;10990;"2021-06-27 18";8369;9365;1
68039;27990;"2021-06-27 18";7563;8248;1
62442;214900;"2021-06-27 19";5432;5548;1
68967;794989;"2021-06-19 21";2871;7207;1
68968;899990;"2021-06-19 21";2871;7207;1
71350;2019990;"2021-06-22 01";5674;5844;1
67512;370989;"2021-06-13 20";5664;5834;1
67513;399990;"2021-06-13 20";5664;5834;1
67514;1409789;"2021-06-13 20";6864;7247;1
67515;1639990;"2021-06-13 20";6864;7247;1
67516;1695989;"2021-06-13 20";5674;5844;1
67517;2019990;"2021-06-13 20";5674;5844;1
67518;1430989;"2021-06-13 20";3932;4027;1
67519;1839990;"2021-06-13 20";3932;4027;1
67520;2278989;"2021-06-13 20";3934;4029;1
67521;2579990;"2021-06-13 20";3934;4029;1
71351;1430989;"2021-06-22 01";3932;4027;1
67522;2893789;"2021-06-13 20";4892;5001;1
67523;2969990;"2021-06-13 20";4892;5001;1
67524;333889;"2021-06-13 20";6865;7248;1
67525;329991;"2021-06-13 20";6865;7248;1
69019;2119989;"2021-06-20 11";6650;7024;1
69020;2490000;"2021-06-20 11";6650;7024;1
61807;583990;"2021-06-13 20";6311;6619;1
71352;1839990;"2021-06-22 01";3932;4027;1
71353;2278989;"2021-06-22 01";3934;4029;1
71354;2579990;"2021-06-22 01";3934;4029;1
71648;353307;"2021-06-23 12";1469;1599;1
68222;309900;"2021-06-14 20";4724;4019;1
68301;702769;"2021-06-15 09";6720;7099;1
68302;1239990;"2021-06-15 09";6720;7099;1
72160;476894;"2021-06-25 03";2843;2951;1
68303;837389;"2021-06-15 09";6721;7100;1
71809;794894;"2021-06-23 23";2754;7038;1
72024;390069;"2021-06-24 18";2768;2537;1
69868;807490;"2021-06-21 00";4781;4894;2
68408;269900;"2021-06-15 19";1970;7343;1
69869;999990;"2021-06-21 00";5659;5829;2
69870;1614990;"2021-06-21 00";4783;4896;2
69871;104490;"2021-06-21 00";4777;7815;2
68304;1129990;"2021-06-15 09";6721;7100;1
68305;1907989;"2021-06-15 09";6722;7101;1
68306;2799990;"2021-06-15 09";6722;7101;1
68307;1642989;"2021-06-15 09";6723;4148;1
68308;1599990;"2021-06-15 09";6723;4148;1
68309;503489;"2021-06-15 09";6724;7102;1
68310;709990;"2021-06-15 09";6724;7102;1
68311;1399189;"2021-06-15 09";6733;7111;1
68312;1389990;"2021-06-15 09";6733;7111;1
69872;109990;"2021-06-21 00";4777;7815;1
69873;636490;"2021-06-21 00";6216;7269;2
69874;669990;"2021-06-21 00";6216;7269;1
71355;2893789;"2021-06-22 01";4892;5001;1
71356;2969990;"2021-06-22 01";4892;5001;1
71357;333889;"2021-06-22 01";6865;7248;1
71358;329991;"2021-06-22 01";6865;7248;1
71359;476894;"2021-06-22 01";2843;2951;1
71360;794989;"2021-06-22 01";2871;7207;1
71361;899990;"2021-06-22 01";2871;7207;1
72617;794989;"2021-06-27 09";2871;7207;1
71424;1473400;"2021-06-22 12";5266;5381;1
71425;1749900;"2021-06-22 12";5266;5381;1
43643;57990;"2021-06-24 20";2666;2794;1
68969;132900;"2021-06-27 12";6061;6322;1
68760;429990;"2021-06-25 07";4870;4980;2
68970;126520;"2021-06-27 12";6061;6322;2
66566;761590;"2021-06-27 16";5825;6052;2
66576;951990;"2021-06-27 16";5830;6057;2
68887;389990;"2021-06-25 09";7708;8406;2
66577;699990;"2021-06-27 16";5831;6058;1
67949;45000;"2021-06-27 17";1645;1791;1
70088;1163030;"2021-06-27 17";7975;8660;2
68518;369900;"2021-06-23 08";1752;8148;1
14088;19990;"2021-06-27 17";5157;5263;1
14092;79989;"2021-06-27 17";5161;5267;1
62676;269900;"2021-06-27 18";3531;3621;1
68888;549990;"2021-06-20 19";7709;8407;2
68295;449900;"2021-06-27 18";3276;3377;1
68761;1399990;"2021-06-27 19";6550;6914;2
68406;769000;"2021-06-22 20";7117;5330;1
68405;839000;"2021-06-22 21";7115;6971;1
66807;19990;"2021-06-22 21";7260;7939;1
68407;1399000;"2021-06-22 21";7696;8394;1
68223;1473400;"2021-06-14 20";5266;5381;1
68224;1749900;"2021-06-14 20";5266;5381;1
68409;1490000;"2021-06-15 21";2810;2916;1
69875;1163030;"2021-06-21 00";7975;8660;2
69876;1199000;"2021-06-21 00";7975;8660;1
68412;794989;"2021-06-15 21";2871;7207;1
68413;899990;"2021-06-15 21";2871;7207;1
69877;872903;"2021-06-21 00";7976;8661;2
69878;899900;"2021-06-21 00";7976;8661;1
69879;891430;"2021-06-21 00";7977;8662;2
68313;239990;"2021-06-15 10";5418;5533;2
68519;1293200;"2021-06-16 08";6562;6926;1
68520;1299989;"2021-06-16 08";6562;6926;1
69021;370989;"2021-06-20 12";5664;5834;1
68314;336990;"2021-06-15 10";6509;6860;2
68971;1473400;"2021-06-19 21";5266;5381;1
68972;1749900;"2021-06-19 21";5266;5381;1
68889;349990;"2021-06-19 08";7121;1727;1
69022;399990;"2021-06-20 12";5664;5834;1
68973;794894;"2021-06-19 21";2754;7038;1
69023;1409789;"2021-06-20 12";6864;7247;1
69024;1639990;"2021-06-20 12";6864;7247;1
69025;1409789;"2021-06-20 12";7110;7582;1
68762;417090;"2021-06-18 22";7708;8406;2
68763;581990;"2021-06-18 22";7709;8407;2
68974;889990;"2021-06-19 21";2754;7038;1
71426;370989;"2021-06-22 12";5664;5834;1
71427;399990;"2021-06-22 12";5664;5834;1
69880;919000;"2021-06-21 00";7977;8662;1
69026;1547160;"2021-06-20 12";7110;7582;1
69881;1890530;"2021-06-21 00";7978;8663;2
69882;1949000;"2021-06-21 00";7978;8663;1
71428;1409789;"2021-06-22 12";6864;7247;1
69027;1695989;"2021-06-20 12";5674;5844;1
69028;2019990;"2021-06-20 12";5674;5844;1
69883;1357030;"2021-06-21 00";7979;8664;2
69029;1430989;"2021-06-20 12";3932;4027;1
69884;1399000;"2021-06-21 00";7979;8664;1
69885;1357030;"2021-06-21 00";7980;8665;2
69030;1839990;"2021-06-20 12";3932;4027;1
69031;2278989;"2021-06-20 12";3934;4029;1
69032;2579990;"2021-06-20 12";3934;4029;1
69033;2893789;"2021-06-20 12";4892;5001;1
69034;2969990;"2021-06-20 12";4892;5001;1
69886;1399000;"2021-06-21 00";7980;8665;1
69887;126003;"2021-06-21 00";7981;8666;2
69035;333889;"2021-06-20 12";6865;7248;1
69036;329991;"2021-06-20 12";6865;7248;1
69888;129900;"2021-06-21 00";7981;8666;1
69889;222130;"2021-06-21 00";7982;8667;2
69890;229000;"2021-06-21 00";7982;8667;1
69891;436403;"2021-06-21 00";7983;8668;2
69892;449900;"2021-06-21 00";7983;8668;1
69893;1939030;"2021-06-21 00";7984;8669;2
69894;1999000;"2021-06-21 00";7984;8669;1
69895;3449990;"2021-06-21 00";6229;6530;1
71429;1639990;"2021-06-22 12";6864;7247;1
71430;1409789;"2021-06-22 12";7110;7582;1
71431;1547160;"2021-06-22 12";7110;7582;1
71432;1695989;"2021-06-22 12";5674;5844;1
71433;2019990;"2021-06-22 12";5674;5844;1
71434;1430989;"2021-06-22 12";3932;4027;1
71435;1839990;"2021-06-22 12";3932;4027;1
71362;899990;"2021-06-22 05";1572;7692;1
71649;353307;"2021-06-23 12";1470;1600;1
72342;370989;"2021-06-26 22";5664;5834;1
71810;889990;"2021-06-23 23";2754;7038;1
71436;2278989;"2021-06-22 12";3934;4029;1
71437;2579990;"2021-06-22 12";3934;4029;1
72161;794989;"2021-06-25 03";2871;7207;1
72618;899990;"2021-06-27 09";2871;7207;1
37887;124900;"2021-06-27 11";5885;6129;1
68759;339990;"2021-06-25 07";4895;5004;2
71438;2893789;"2021-06-22 12";4892;5001;1
71439;2969990;"2021-06-22 12";4892;5001;1
71440;333889;"2021-06-22 12";6865;7248;1
38198;118904;"2021-06-27 11";5885;6129;2
793;4095;"2021-06-27 12";117;119;1
37459;274999;"2021-06-27 16";5846;6075;1
68225;794894;"2021-06-14 20";2754;7038;1
68226;889990;"2021-06-14 20";2754;7038;1
71650;716007;"2021-06-23 12";1472;1602;1
68890;2119989;"2021-06-19 09";6650;7024;1
68315;370989;"2021-06-15 10";5664;5834;1
68316;399990;"2021-06-15 10";5664;5834;1
68317;1409789;"2021-06-15 10";6864;7247;1
68318;1639990;"2021-06-15 10";6864;7247;1
68319;1695989;"2021-06-15 10";5674;5844;1
68891;2490000;"2021-06-19 09";6650;7024;1
68320;2019990;"2021-06-15 10";5674;5844;1
68414;702769;"2021-06-15 21";6720;7099;1
68415;1239990;"2021-06-15 21";6720;7099;1
68321;1430989;"2021-06-15 10";3932;4027;1
68322;1839990;"2021-06-15 10";3932;4027;1
68323;2278989;"2021-06-15 10";3934;4029;1
68324;2579990;"2021-06-15 10";3934;4029;1
68325;2893789;"2021-06-15 10";4892;5001;1
68326;2969990;"2021-06-15 10";4892;5001;1
68327;333889;"2021-06-15 10";6865;7248;1
68328;329991;"2021-06-15 10";6865;7248;1
68416;837389;"2021-06-15 21";6721;7100;1
68417;1129990;"2021-06-15 21";6721;7100;1
68418;1907989;"2021-06-15 21";6722;7101;1
71441;329991;"2021-06-22 12";6865;7248;1
71651;543027;"2021-06-23 12";6392;6721;1
68521;14990;"2021-06-16 09";4772;4885;2
68419;2799990;"2021-06-15 21";6722;7101;1
68420;1642989;"2021-06-15 21";6723;4148;1
68421;1599990;"2021-06-15 21";6723;4148;1
68422;503489;"2021-06-15 21";6724;7102;1
68423;709990;"2021-06-15 21";6724;7102;1
68424;1399189;"2021-06-15 21";6733;7111;1
68425;1389990;"2021-06-15 21";6733;7111;1
69037;370989;"2021-06-20 13";5664;5834;1
68975;1473400;"2021-06-19 22";5266;5381;1
68976;1749900;"2021-06-19 22";5266;5381;1
69038;399990;"2021-06-20 13";5664;5834;1
69039;1409789;"2021-06-20 13";6864;7247;1
69040;1639990;"2021-06-20 13";6864;7247;1
69041;1409789;"2021-06-20 13";7110;7582;1
71652;780270;"2021-06-23 12";6454;6802;1
69042;1547160;"2021-06-20 13";7110;7582;1
71653;1301991;"2021-06-23 12";7099;7506;1
69043;1695989;"2021-06-20 13";5674;5844;1
71654;771891;"2021-06-23 12";7137;7813;1
72162;899990;"2021-06-25 03";2871;7207;1
69044;2019990;"2021-06-20 13";5674;5844;1
69045;1430989;"2021-06-20 13";3932;4027;1
69046;1839990;"2021-06-20 13";3932;4027;1
69047;2278989;"2021-06-20 13";3934;4029;1
69048;2579990;"2021-06-20 13";3934;4029;1
69049;2893789;"2021-06-20 13";4892;5001;1
69050;2969990;"2021-06-20 13";4892;5001;1
69051;333889;"2021-06-20 13";6865;7248;1
69052;329991;"2021-06-20 13";6865;7248;1
71811;2968000;"2021-06-23 23";4148;4251;1
71812;2995000;"2021-06-23 23";4148;4251;1
72343;399990;"2021-06-26 22";5664;5834;1
72344;1409789;"2021-06-26 22";6864;7247;1
72345;1639990;"2021-06-26 22";6864;7247;1
68764;559990;"2021-06-25 05";5541;5695;2
72346;1409789;"2021-06-26 22";7110;7582;1
72347;1547160;"2021-06-26 22";7110;7582;1
72348;1695989;"2021-06-26 22";5674;5844;1
72349;2019990;"2021-06-26 22";5674;5844;1
72351;1664200;"2021-06-26 22";3932;4027;1
69896;149990;"2021-06-22 21";4237;8658;1
69897;569990;"2021-06-22 22";2139;8659;1
61230;1481000;"2021-06-27 09";7019;7408;1
72350;1570000;"2021-06-27 17";3932;4027;2
10749;36000;"2021-06-27 17";106;108;1
11439;26000;"2021-06-27 17";4520;4627;1
68036;3192720;"2021-06-27 18";3662;3750;1
67527;127200;"2021-06-27 18";1844;1972;1
62664;299900;"2021-06-27 18";6744;7123;1
70124;259990;"2021-06-27 18";3126;3234;1
72339;246990;"2021-06-27 19";4787;4900;2
68749;340000;"2021-06-27 19";7713;8412;1
67528;3079990;"2021-06-13 21";6787;7170;1
67529;779990;"2021-06-13 21";1665;1793;1
67530;209990;"2021-06-13 21";1670;1798;1
71541;2119989;"2021-06-23 00";6650;7024;1
68765;109990;"2021-06-18 16";6828;7211;1
71542;2490000;"2021-06-23 00";6650;7024;1
72352;1839990;"2021-06-26 22";3932;4027;1
68522;702769;"2021-06-16 09";6720;7099;1
68227;370989;"2021-06-14 23";5664;5834;1
68228;399990;"2021-06-14 23";5664;5834;1
68229;1409789;"2021-06-14 23";6864;7247;1
68230;1639990;"2021-06-14 23";6864;7247;1
68231;1695989;"2021-06-14 23";5674;5844;1
68232;2019990;"2021-06-14 23";5674;5844;1
68233;1430989;"2021-06-14 23";3932;4027;1
68234;1839990;"2021-06-14 23";3932;4027;1
68235;2278989;"2021-06-14 23";3934;4029;1
68236;2579990;"2021-06-14 23";3934;4029;1
68237;2893789;"2021-06-14 23";4892;5001;1
68238;2969990;"2021-06-14 23";4892;5001;1
68239;333889;"2021-06-14 23";6865;7248;1
68240;329991;"2021-06-14 23";6865;7248;1
68523;1239990;"2021-06-16 09";6720;7099;1
68427;449900;"2021-06-15 22";2843;2951;1
31137;847989;"2020-10-13 01";3931;4026;1
68428;794989;"2021-06-15 22";2871;7207;1
68429;899990;"2021-06-15 22";2871;7207;1
68329;1473400;"2021-06-15 11";5266;5381;1
68330;1749900;"2021-06-15 11";5266;5381;1
68524;837389;"2021-06-16 09";6721;7100;1
68525;1129990;"2021-06-16 09";6721;7100;1
68526;1907989;"2021-06-16 09";6722;7101;1
68527;2799990;"2021-06-16 09";6722;7101;1
68528;1642989;"2021-06-16 09";6723;4148;1
68529;1599990;"2021-06-16 09";6723;4148;1
68530;503489;"2021-06-16 09";6724;7102;1
68531;709990;"2021-06-16 09";6724;7102;1
68532;1399189;"2021-06-16 09";6733;7111;1
68533;1389990;"2021-06-16 09";6733;7111;1
72353;2278989;"2021-06-26 22";3934;4029;1
72354;2579990;"2021-06-26 22";3934;4029;1
64792;9990;"2021-06-23 15";2503;2626;1
72355;2893789;"2021-06-26 22";4892;5001;1
68977;953989;"2021-06-19 23";6095;5591;1
68892;1473400;"2021-06-19 09";5266;5381;1
68893;1749900;"2021-06-19 09";5266;5381;1
68978;1059989;"2021-06-19 23";2762;5592;1
68979;779089;"2021-06-19 23";2765;5590;1
68980;390069;"2021-06-19 23";2768;2537;1
72356;2969990;"2021-06-26 22";4892;5001;1
72025;68990;"2021-06-24 18";4635;4756;1
66129;454990;"2021-06-22 22";1919;2048;1
63033;1099900;"2021-06-22 22";6093;6361;1
27639;3219990;"2021-06-27 17";3935;4030;2
13949;1799979;"2021-06-27 17";5112;5218;1
10812;90000;"2021-06-27 17";1249;1334;1
2391;144990;"2021-06-27 18";1059;1125;1
69898;75175;"2021-06-27 18";7944;8629;2
69899;77500;"2021-06-27 18";7944;8629;1
69900;85350;"2021-06-27 18";7945;8630;2
69901;87990;"2021-06-27 18";7945;8630;1
69902;209510;"2021-06-27 18";7946;8631;2
69903;215990;"2021-06-27 18";7946;8631;1
69904;108630;"2021-06-27 18";7947;8632;2
69905;111990;"2021-06-27 18";7947;8632;1
69906;85350;"2021-06-27 18";7948;8633;2
69907;87990;"2021-06-27 18";7948;8633;1
69908;135790;"2021-06-27 18";7949;8634;2
69909;139990;"2021-06-27 18";7949;8634;1
69910;170710;"2021-06-27 18";7950;8635;2
69911;175990;"2021-06-27 18";7950;8635;1
68070;428720;"2021-06-27 18";5439;5554;1
68751;20590;"2021-06-25 02";6544;3724;1
8162;799990;"2021-06-27 18";1666;1794;1
62763;52900;"2021-06-27 19";6140;6416;1
72341;455890;"2021-06-27 19";4974;5082;2
68426;1490000;"2021-06-27 19";2810;2916;1
71896;42400;"2021-06-24 08";2900;3011;1
72357;333889;"2021-06-26 22";6865;7248;1
71544;794989;"2021-06-23 01";2871;7207;1
69912;329900;"2021-06-21 01";4724;4019;1
71545;899990;"2021-06-23 01";2871;7207;1
68766;1473400;"2021-06-18 16";5266;5381;1
68767;1749900;"2021-06-18 16";5266;5381;1
68534;16990;"2021-06-16 09";4840;4950;2
68535;18990;"2021-06-16 09";6629;7005;2
68536;19990;"2021-06-16 09";6503;6854;2
68241;476894;"2021-06-14 23";2843;2951;1
68242;794989;"2021-06-14 23";2871;7207;1
68243;899990;"2021-06-14 23";2871;7207;1
68537;29990;"2021-06-16 09";6586;6951;2
68538;36990;"2021-06-16 09";6630;7006;2
68539;124990;"2021-06-16 09";6598;6963;2
68540;199990;"2021-06-16 09";6599;6964;2
68768;2999990;"2021-06-18 16";7715;8414;1
68541;159990;"2021-06-16 09";4858;6982;2
68542;164990;"2021-06-16 09";4858;6982;1
60913;1649990;"2021-06-24 08";3855;6331;1
71363;2119989;"2021-06-22 01";6650;7024;1
71364;2490000;"2021-06-22 01";6650;7024;1
72358;329991;"2021-06-26 22";6865;7248;1
71543;476894;"2021-06-23 15";2843;2951;1
72026;543103;"2021-06-24 19";8409;9376;2
68981;1473400;"2021-06-20 00";5266;5381;1
68982;1749900;"2021-06-20 00";5266;5381;1
68894;1099990;"2021-06-19 09";1645;1914;1
68895;370989;"2021-06-19 09";5664;5834;1
68896;399990;"2021-06-19 09";5664;5834;1
68331;239990;"2021-06-16 02";5418;5533;2
68897;1409789;"2021-06-19 09";6864;7247;1
68898;1639990;"2021-06-19 09";6864;7247;1
68332;336990;"2021-06-16 02";6509;6860;2
68899;1409789;"2021-06-19 09";7110;7582;1
68900;1547160;"2021-06-19 09";7110;7582;1
72027;559900;"2021-06-24 19";8409;9376;1
54906;530990;"2021-06-23 15";6537;6900;1
68901;1695989;"2021-06-19 09";5674;5844;1
68902;2019990;"2021-06-19 09";5674;5844;1
68903;1430989;"2021-06-19 09";3932;4027;1
